date,spy,nasdaq,dow,russell,ftse
2010-11-06,122.6433334350586,2579.336669921875,11431.666666666666,736.6500244140625,0.0
2010-11-07,122.56666564941406,2579.693359375,11419.253255208334,736.7100219726562,0.0
2010-11-08,122.48999786376953,2580.050048828125,11406.83984375,736.77001953125,0.0
2010-11-09,121.61000061035156,2562.97998046875,11346.75,725.97998046875,0.0
2010-11-10,122.0999984741211,2578.780029296875,11357.0400390625,734.8699951171875,0.0
2010-11-11,121.63999938964844,2555.52001953125,11283.099609375,731.5800170898438,0.0
2010-11-12,120.19999694824219,2518.2099609375,11192.580078125,719.27001953125,0.0
2010-11-13,120.14333089192708,2516.7466634114585,11195.7099609375,719.4933471679688,0.0
2010-11-14,120.08666483561198,2515.2833658854165,11198.83984375,719.7166748046875,0.0
2010-11-15,120.02999877929688,2513.820068359375,11201.9697265625,719.9400024414062,0.0
2010-11-16,118.16000366210938,2469.840087890625,11023.5,705.3400268554688,0.0
2010-11-17,118.22000122070312,2476.010009765625,11007.8798828125,707.77001953125,0.0
2010-11-18,119.95999908447266,2514.39990234375,11181.23046875,720.8400268554688,0.0
2010-11-19,120.29000091552734,2518.1201171875,11203.5498046875,724.3599853515625,0.0
2010-11-20,120.25666809082031,2522.75341796875,11195.2265625,725.3499959309896,0.0
2010-11-21,120.22333526611328,2527.38671875,11186.9033203125,726.3400065104166,0.0
2010-11-22,120.19000244140625,2532.02001953125,11178.580078125,727.3300170898438,0.0
2010-11-23,118.44999694824219,2494.949951171875,11036.3701171875,719.9299926757812,0.0
2010-11-24,120.19999694824219,2543.1201171875,11187.2802734375,736.530029296875,0.0
2010-11-25,119.5,2538.840087890625,11139.5751953125,734.6300048828125,0.0
2010-11-26,118.80000305175781,2534.56005859375,11091.8701171875,732.72998046875,0.0
